threshold,delta,label,prediction,correct,group_id,similarity
0.3,5,noise,non-attack,False,290,0.0
0.3,5,hydra,hydra,True,291,0.7200000000000002
0.3,5,hydra,hydra,True,292,0.6545454545454545
0.3,5,hydra,hydra,True,293,0.7714285714285714
0.3,5,hydra,hydra,True,294,0.6474886877828054
0.3,5,hydra,hydra,True,295,0.6428571428571429
0.3,5,upload,upload,True,296,0.40322186769444623
0.3,5,exploit,exploit,True,297,0.5707058823529412
0.3,5,exploit,exploit,True,298,0.6418360230248533
0.3,5,exploit,non-attack,False,299,0.06160714285714285
0.3,5,nmap,nmap,True,300,0.6876785714285715
0.3,5,nikto,nikto,True,301,0.9668300525161204
0.3,5,vrfy,vrfy,True,302,0.6752176679944375
0.3,5,hydra,hydra,True,303,0.7200000000000002
0.3,5,hydra,hydra,True,304,0.5625
0.3,5,hydra,hydra,True,305,0.5046428571428572
0.3,5,hydra,hydra,True,306,0.5625
0.3,5,hydra,hydra,True,307,0.5625
0.3,5,noise,multiple,False,308,0.42400000000000004
0.3,5,upload,upload,True,309,0.3698885343611129
0.3,5,exploit,exploit,True,310,0.6247058823529412
0.3,5,exploit,exploit,True,311,0.6418360230248533
0.3,5,exploit,exploit,True,312,0.624188964201324
0.3,5,exploit,exploit,True,313,0.5755270935960591
0.3,5,non-attack,non-attack,False,314,0.0
0.3,5,nmap,nmap,True,315,0.6003571428571429
0.3,5,nikto,nikto,True,316,0.9669603456757296
0.3,5,vrfy,vrfy,True,317,0.8211312628383254
0.3,5,hydra,hydra,True,318,0.675
0.3,5,hydra,hydra,True,319,0.6525
0.3,5,hydra,hydra,True,320,0.66
0.3,5,hydra,hydra,True,321,0.6525
0.3,5,hydra,hydra,True,322,0.5720454545454545
0.3,5,hydra,hydra,True,323,0.675
0.3,5,hydra,hydra,True,324,0.6090659340659341
0.3,5,hydra,hydra,True,325,0.6625000000000001
0.3,5,hydra,hydra,True,326,0.6675000000000001
0.3,5,hydra,hydra,True,327,0.5025000000000001
0.3,5,hydra,hydra,True,328,0.6572368421052631
0.3,5,hydra,hydra,True,329,0.6375
0.3,5,upload,non-attack,False,330,0.0008481392557022809
0.3,5,upload,non-attack,False,331,0.04821428571428571
0.3,5,multiple,vrfy,False,332,0.3461538461538462
0.3,5,exploit,vrfy,False,333,0.6638009049773756
0.3,5,exploit,exploit,True,334,0.6247058823529412
0.3,5,exploit,exploit,True,335,0.6583084846841962
0.3,5,exploit,exploit,True,336,0.6583084846841962
0.3,5,exploit,exploit,True,337,0.5755270935960591
0.3,5,nmap,nmap,True,548,0.7003571428571429
0.3,5,nikto,nikto,True,549,0.8870284844816203
0.3,5,vrfy,exploit,False,550,0.44253393665158375
0.3,5,vrfy,vrfy,True,551,0.9446540880503145
0.3,5,hydra,exploit,False,552,0.44253393665158375
0.3,5,hydra,hydra,True,553,0.6194805194805195
0.3,5,hydra,hydra,True,554,0.6428571428571429
0.3,5,hydra,hydra,True,555,0.6463009049773757
0.3,5,hydra,hydra,True,556,0.5281902940684016
0.3,5,hydra,hydra,True,557,0.6085714285714287
0.3,5,hydra,hydra,True,558,0.49736119174942706
0.3,5,multiple,hydra,False,559,0.6743860487338748
0.3,5,hydra,hydra,True,560,0.6428571428571429
0.3,5,hydra,exploit,False,561,0.5425339366515838
0.3,5,multiple,hydra,False,562,0.225
0.3,5,exploit,exploit,True,563,0.5707058823529412
0.3,5,exploit,exploit,True,564,0.624188964201324
0.3,5,exploit,exploit,True,565,0.4237297677691767
0.3,5,exploit,exploit,True,566,0.6908556308679906
0.3,5,nmap,nmap,True,567,0.32071428571428573
0.3,5,nikto,nikto,True,568,0.8870131807015866
0.3,5,hydra,hydra,True,569,0.7200000000000002
0.3,5,hydra,hydra,True,570,0.6545454545454545
0.3,5,hydra,hydra,True,571,0.7714285714285714
0.3,5,hydra,hydra,True,572,0.6474886877828054
0.3,5,hydra,hydra,True,573,0.6428571428571429
0.3,5,upload,upload,True,574,0.7408510246203746
0.3,5,noise,upload,False,575,0.405
0.3,5,noise,non-attack,False,576,0.0
0.3,5,exploit,exploit,True,577,0.5707058823529412
0.3,5,exploit,exploit,True,578,0.6418360230248533
0.3,5,exploit,non-attack,False,579,0.06160714285714285
0.3,5,nmap,nmap,True,580,0.6876785714285715
0.3,5,nikto,nikto,True,581,0.9668300525161204
0.3,5,vrfy,vrfy,True,582,0.6752176679944375
0.3,5,noise,noise,True,583,0.648
0.3,5,hydra,hydra,True,584,0.7200000000000002
0.3,5,hydra,hydra,True,585,0.5625
0.3,5,hydra,multiple,False,586,0.6734629718107978
0.3,5,hydra,hydra,True,587,0.5625
0.3,5,hydra,hydra,True,588,0.5625
0.3,5,upload,upload,True,589,0.7408510246203746
0.3,5,exploit,exploit,True,590,0.6247058823529412
0.3,5,exploit,exploit,True,591,0.6418360230248533
0.3,5,exploit,exploit,True,592,0.624188964201324
0.3,5,exploit,exploit,True,593,0.5755270935960591
0.3,5,noise,noise,True,594,0.648
0.3,5,non-attack,non-attack,False,595,0.0
0.3,5,nmap,nmap,True,596,0.6003571428571429
0.3,5,nikto,nikto,True,597,0.9669603456757296
0.3,5,vrfy,vrfy,True,598,0.8211312628383254
0.3,5,hydra,hydra,True,599,0.675
0.3,5,hydra,hydra,True,600,0.6525
0.3,5,hydra,hydra,True,601,0.66
0.3,5,hydra,hydra,True,602,0.6525
0.3,5,hydra,hydra,True,603,0.5720454545454545
0.3,5,hydra,hydra,True,604,0.675
0.3,5,hydra,hydra,True,605,0.6090659340659341
0.3,5,hydra,hydra,True,606,0.6625000000000001
0.3,5,hydra,hydra,True,607,0.6675000000000001
0.3,5,hydra,hydra,True,608,0.5025000000000001
0.3,5,hydra,hydra,True,609,0.6572368421052631
0.3,5,hydra,hydra,True,610,0.6375
0.3,5,upload,upload,True,611,0.5832142857142857
0.3,5,upload,upload,True,612,0.19734576757532282
0.3,5,upload,noise,False,613,0.405
0.3,5,exploit,vrfy,False,614,0.6638009049773756
0.3,5,exploit,exploit,True,615,0.6247058823529412
0.3,5,noise,noise,True,616,0.648
0.3,5,exploit,exploit,True,617,0.6583084846841962
0.3,5,exploit,exploit,True,618,0.6583084846841962
0.3,5,exploit,exploit,True,619,0.5755270935960591
0.3,5,nmap,nmap,True,836,0.7003571428571429
0.3,5,nikto,nikto,True,837,0.8870284844816203
0.3,5,noise,non-attack,False,838,0.0
0.3,5,noise,noise,True,839,0.7258064516129032
0.3,5,vrfy,exploit,False,840,0.44253393665158375
0.3,5,vrfy,vrfy,True,841,0.9446540880503145
0.3,5,hydra,exploit,False,842,0.44253393665158375
0.3,5,noise,noise,True,843,0.5850000000000001
0.3,5,hydra,hydra,True,844,0.6194805194805195
0.3,5,hydra,hydra,True,845,0.6428571428571429
0.3,5,hydra,hydra,True,846,0.6463009049773757
0.3,5,hydra,hydra,True,847,0.5281902940684016
0.3,5,hydra,hydra,True,848,0.6085714285714287
0.3,5,hydra,hydra,True,849,0.49736119174942706
0.3,5,hydra,hydra,True,850,0.6708146201624462
0.3,5,hydra,hydra,True,851,0.6428571428571429
0.3,5,hydra,exploit,False,852,0.5425339366515838
0.3,5,upload,hydra,False,853,0.225
0.3,5,exploit,exploit,True,854,0.5707058823529412
0.3,5,exploit,exploit,True,855,0.624188964201324
0.3,5,exploit,exploit,True,856,0.4237297677691767
0.3,5,exploit,exploit,True,857,0.6908556308679906
0.3,5,nmap,nmap,True,858,0.32071428571428573
0.3,5,nikto,nikto,True,859,0.8870131807015866
0.3,5,noise,upload,False,860,0.405
0.3,5,hydra,hydra,True,861,0.7200000000000002
0.3,5,hydra,hydra,True,862,0.6545454545454545
0.3,5,hydra,hydra,True,863,0.7714285714285714
0.3,5,hydra,hydra,True,864,0.6474886877828054
0.3,5,hydra,hydra,True,865,0.6428571428571429
0.3,5,upload,upload,True,866,0.40322186769444623
0.3,5,noise,noise,True,867,0.7258064516129032
0.3,5,noise,noise,True,868,0.7258064516129032
0.3,5,exploit,exploit,True,869,0.5707058823529412
0.3,5,exploit,exploit,True,870,0.6418360230248533
0.3,5,exploit,non-attack,False,871,0.06160714285714285
0.3,5,nmap,nmap,True,872,0.6876785714285715
0.3,5,nikto,multiple,False,873,0.8219021489243429
0.3,5,vrfy,vrfy,True,874,0.6752176679944375
0.3,5,hydra,hydra,True,875,0.7200000000000002
0.3,5,hydra,hydra,True,876,0.5625
0.3,5,hydra,hydra,True,877,0.5046428571428572
0.3,5,hydra,hydra,True,878,0.5625
0.3,5,hydra,hydra,True,879,0.5625
0.3,5,upload,upload,True,880,0.3698885343611129
0.3,5,exploit,exploit,True,881,0.6247058823529412
0.3,5,exploit,exploit,True,882,0.6418360230248533
0.3,5,exploit,exploit,True,883,0.624188964201324
0.3,5,exploit,exploit,True,884,0.5755270935960591
0.3,5,non-attack,non-attack,False,885,0.0
0.3,5,nmap,nmap,True,886,0.6003571428571429
0.3,5,multiple,nikto,False,887,0.8220323572576762
0.3,5,noise,non-attack,False,888,0.0
0.3,5,noise,noise,True,889,0.5850000000000001
0.3,5,vrfy,vrfy,True,890,0.8211312628383254
0.3,5,noise,non-attack,False,891,0.0
0.3,5,hydra,hydra,True,892,0.675
0.3,5,hydra,hydra,True,893,0.6525
0.3,5,hydra,hydra,True,894,0.66
0.3,5,hydra,hydra,True,895,0.6525
0.3,5,hydra,hydra,True,896,0.5720454545454545
0.3,5,hydra,hydra,True,897,0.675
0.3,5,hydra,hydra,True,898,0.6090659340659341
0.3,5,hydra,hydra,True,899,0.6625000000000001
0.3,5,hydra,hydra,True,900,0.6675000000000001
0.3,5,hydra,hydra,True,901,0.5025000000000001
0.3,5,hydra,hydra,True,902,0.6572368421052631
0.3,5,hydra,hydra,True,903,0.6375
0.3,5,upload,non-attack,False,904,0.0008480768242035088
0.3,5,upload,non-attack,False,905,0.04821428571428571
0.3,5,upload,noise,False,906,0.405
0.3,5,exploit,vrfy,False,907,0.6638009049773756
0.3,5,exploit,exploit,True,908,0.6247058823529412
0.3,5,exploit,exploit,True,909,0.6583084846841962
0.3,5,exploit,exploit,True,910,0.6583084846841962
0.3,5,exploit,exploit,True,911,0.5755270935960591
0.3,5,nmap,nmap,True,1140,0.7003571428571429
0.3,5,noise,noise,True,1141,0.6352941176470589
0.3,5,nikto,nikto,True,1142,0.8869956850120781
0.3,5,noise,noise,True,1143,0.7258064516129032
0.3,5,noise,noise,True,1144,0.6366666666666666
0.3,5,vrfy,exploit,False,1145,0.44253393665158375
0.3,5,vrfy,vrfy,True,1146,0.9446540880503145
0.3,5,noise,noise,True,1147,0.6567567567567567
0.3,5,noise,noise,True,1148,0.7258064516129032
0.3,5,hydra,exploit,False,1149,0.44253393665158375
0.3,5,hydra,hydra,True,1150,0.6194805194805195
0.3,5,hydra,hydra,True,1151,0.6428571428571429
0.3,5,hydra,hydra,True,1152,0.6463009049773757
0.3,5,multiple,multiple,True,1153,0.7101328903654486
0.3,5,multiple,hydra,False,1154,0.6085714285714287
0.3,5,hydra,multiple,False,1155,0.5823529411764706
0.3,5,hydra,multiple,False,1156,0.6109651218346871
0.3,5,noise,noise,True,1157,0.6567567567567567
0.3,5,hydra,hydra,True,1158,0.6428571428571429
0.3,5,hydra,exploit,False,1159,0.5425339366515838
0.3,5,upload,hydra,False,1160,0.225
0.3,5,noise,noise,True,1161,0.6352941176470589
0.3,5,exploit,exploit,True,1162,0.5707058823529412
0.3,5,noise,noise,True,1163,0.6366666666666666
0.3,5,exploit,exploit,True,1164,0.624188964201324
0.3,5,exploit,exploit,True,1165,0.4237297677691767
0.3,5,exploit,exploit,True,1166,0.6908556308679906
0.3,5,nmap,nmap,True,1167,0.32071428571428573
0.3,5,nikto,nikto,True,1168,0.8869803820126902
0.3,5,noise,noise,True,1169,0.7258064516129032
0.3,5,noise,noise,True,1170,0.6366666666666666
0.3,5,noise,noise,True,1171,0.6366666666666666
0.3,5,multiple,hydra,False,1172,0.6776470588235295
0.3,5,hydra,hydra,True,1173,0.6514285714285715
0.3,5,hydra,hydra,True,1174,0.7714285714285714
0.3,5,hydra,hydra,True,1175,0.6474886877828054
0.3,5,multiple,hydra,False,1176,0.6428571428571429
0.3,5,noise,noise,True,1177,0.7258064516129032
0.3,5,noise,noise,True,1178,0.7258064516129032
0.3,5,upload,upload,True,1179,0.40322186769444623
0.3,5,noise,noise,True,1180,0.6352941176470589
0.3,5,noise,noise,True,1181,0.6567567567567567
0.3,5,noise,noise,True,1182,0.7258064516129032
0.3,5,exploit,exploit,True,1183,0.5707058823529412
0.3,5,noise,noise,True,1184,0.6567567567567567
0.3,5,exploit,exploit,True,1185,0.5624242583189709
0.3,5,exploit,non-attack,False,1186,0.058928571428571434
0.3,5,nmap,nmap,True,1187,0.6876785714285715
0.3,5,noise,noise,True,1188,0.648
0.3,5,multiple,nikto,False,1189,0.7191223389510968
0.3,5,vrfy,vrfy,True,1190,0.6752176679944375
0.3,5,noise,noise,True,1191,0.648
0.3,5,noise,vrfy,False,1192,0.38125
0.3,5,hydra,multiple,False,1193,0.6776470588235295
0.3,5,hydra,hydra,True,1194,0.5625
0.3,5,multiple,hydra,False,1195,0.5034768907563025
0.3,5,hydra,multiple,False,1196,0.5195945945945946
0.3,5,multiple,multiple,True,1197,0.7079200487012988
0.3,5,upload,upload,True,1198,0.3698885343611129
0.3,5,noise,noise,True,1199,0.3717042397427258
0.3,5,exploit,exploit,True,1200,0.6247058823529412
0.3,5,multiple,multiple,True,1201,0.6557313635131473
0.3,5,noise,noise,True,1202,0.6266666666666667
0.3,5,exploit,exploit,True,1203,0.624188964201324
0.3,5,noise,noise,True,1204,0.39923348145821774
0.3,5,exploit,exploit,True,1205,0.5755270935960591
0.3,5,noise,noise,True,1206,0.648
0.3,5,non-attack,non-attack,False,1207,0.0
0.3,5,nmap,nmap,True,1208,0.6003571428571429
0.3,5,noise,noise,True,1209,0.648
0.3,5,nikto,multiple,False,1210,0.7192524625685334
0.3,5,noise,noise,True,1211,0.648
0.3,5,noise,noise,True,1212,0.648
0.3,5,noise,noise,True,1213,0.5466666666666666
0.3,5,vrfy,vrfy,True,1214,0.8211312628383254
0.3,5,noise,noise,True,1215,0.648
0.3,5,noise,noise,True,1216,0.39923348145821774
0.3,5,hydra,hydra,True,1217,0.675
0.3,5,hydra,hydra,True,1218,0.5675099206349207
0.3,5,hydra,hydra,True,1219,0.65390625
0.3,5,hydra,hydra,True,1220,0.7246527777777778
0.3,5,hydra,multiple,False,1221,0.530414119193189
0.3,5,hydra,hydra,True,1222,0.675
0.3,5,hydra,hydra,True,1223,0.6090659340659341
0.3,5,hydra,hydra,True,1224,0.6625000000000001
0.3,5,hydra,multiple,False,1225,0.6513461538461538
0.3,5,hydra,multiple,False,1226,0.5532499934706507
0.3,5,hydra,multiple,False,1227,0.6513157894736843
0.3,5,hydra,hydra,True,1228,0.7040246212121213
0.3,5,upload,multiple,False,1229,0.18863636363636366
0.3,5,upload,non-attack,False,1230,0.07729591836734694
0.3,5,upload,noise,False,1231,0.405
0.3,5,noise,noise,True,1232,0.648
0.3,5,noise,noise,True,1233,0.648
0.3,5,noise,noise,True,1234,0.648
0.3,5,exploit,vrfy,False,1235,0.6638009049773756
0.3,5,noise,noise,True,1236,0.648
0.3,5,exploit,exploit,True,1237,0.6247058823529412
0.3,5,noise,noise,True,1238,0.648
0.3,5,noise,noise,True,1239,0.648
0.3,5,multiple,multiple,True,1240,0.6557313635131473
0.3,5,exploit,exploit,True,1241,0.6583084846841962
0.3,5,exploit,exploit,True,1242,0.5755270935960591
0.3,5,nmap,nmap,True,1552,0.7003571428571429
0.3,5,noise,noise,True,1553,0.6352941176470589
0.3,5,nikto,nikto,True,1554,0.8869927815301762
0.3,5,noise,noise,True,1555,0.6352941176470589
0.3,5,noise,noise,True,1556,0.6821428571428572
0.3,5,vrfy,exploit,False,1557,0.44253393665158375
0.3,5,vrfy,vrfy,True,1558,0.9446540880503145
0.3,5,noise,noise,True,1559,0.7258064516129032
0.3,5,noise,noise,True,1560,0.7258064516129032
0.3,5,noise,noise,True,1561,0.6821428571428572
0.3,5,noise,noise,True,1562,0.6821428571428572
0.3,5,noise,noise,True,1563,0.6567567567567567
0.3,5,hydra,exploit,False,1564,0.44253393665158375
0.3,5,multiple,hydra,False,1565,0.6194805194805195
0.3,5,multiple,multiple,True,1566,0.7428571428571429
0.3,5,hydra,hydra,True,1567,0.6463009049773757
0.3,5,multiple,multiple,True,1568,0.5882457027300303
0.3,5,multiple,hydra,False,1569,0.5442857142857143
0.3,5,multiple,multiple,True,1570,0.6705882352941177
0.3,5,hydra,multiple,False,1571,0.7358695652173913
0.3,5,hydra,hydra,True,1572,0.6428571428571429
0.3,5,noise,noise,True,1573,0.6821428571428572
0.3,5,hydra,exploit,False,1574,0.5425339366515838
0.3,5,noise,noise,True,1575,0.6821428571428572
0.3,5,noise,noise,True,1576,0.7258064516129032
0.3,5,upload,hydra,False,1577,0.275
0.3,5,noise,noise,True,1578,0.6352941176470589
0.3,5,exploit,exploit,True,1579,0.5707058823529412
0.3,5,noise,noise,True,1580,0.6352941176470589
0.3,5,exploit,exploit,True,1581,0.624188964201324
0.3,5,noise,noise,True,1582,0.6821428571428572
0.3,5,multiple,exploit,False,1583,0.4237297677691767
0.3,5,exploit,exploit,True,1584,0.6908556308679906
0.3,5,nmap,nmap,True,1585,0.32071428571428573
0.3,5,noise,noise,True,1586,0.7258064516129032
0.3,5,noise,noise,True,1587,0.6821428571428572
0.3,5,nikto,nikto,True,1588,0.8869774777501426
0.3,5,noise,noise,True,1589,0.6352941176470589
0.3,5,noise,noise,True,1590,0.6821428571428572
0.3,5,noise,noise,True,1591,0.6821428571428572
0.3,5,noise,noise,True,1592,0.6352941176470589
0.3,5,noise,noise,True,1593,0.6352941176470589
0.3,5,noise,noise,True,1594,0.6821428571428572
0.3,5,hydra,hydra,True,1595,0.7200000000000002
0.3,5,hydra,hydra,True,1596,0.7409523809523809
0.3,5,hydra,hydra,True,1597,0.9
0.3,5,hydra,hydra,True,1598,0.6474886877828054
0.3,5,hydra,hydra,True,1599,0.75
0.3,5,upload,upload,True,1600,0.40322186769444623
0.3,5,noise,noise,True,1601,0.7258064516129032
0.3,5,noise,noise,True,1602,0.6567567567567567
0.3,5,noise,noise,True,1603,0.7258064516129032
0.3,5,noise,noise,True,1604,0.6821428571428572
0.3,5,noise,noise,True,1605,0.6352941176470589
0.3,5,noise,noise,True,1606,0.6821428571428572
0.3,5,noise,noise,True,1607,0.7258064516129032
0.3,5,noise,noise,True,1608,0.6567567567567567
0.3,5,exploit,exploit,True,1609,0.5707058823529412
0.3,5,multiple,nikto,False,1610,0.10039915966386555
0.3,5,noise,noise,True,1611,0.6567567567567567
0.3,5,noise,noise,True,1612,0.6567567567567567
0.3,5,exploit,non-attack,False,1613,0.06160714285714285
0.3,5,nmap,nmap,True,1614,0.6876785714285715
0.3,5,noise,noise,True,1615,0.7020000000000001
0.3,5,noise,noise,True,1616,0.378
0.3,5,nikto,multiple,False,1617,0.7180845301293073
0.3,5,vrfy,vrfy,True,1618,0.6752176679944375
0.3,5,noise,noise,True,1619,0.8357142857142857
0.3,5,noise,noise,True,1620,0.378
0.3,5,noise,noise,True,1621,0.378
0.3,5,noise,noise,True,1622,0.378
0.3,5,noise,noise,True,1623,0.378
0.3,5,hydra,hydra,True,1624,0.7200000000000002
0.3,5,multiple,hydra,False,1625,0.6911637931034482
0.3,5,multiple,hydra,False,1626,0.5607082833133253
0.3,5,multiple,hydra,False,1627,0.6428571428571429
0.3,5,noise,noise,True,1628,0.378
0.3,5,upload,upload,True,1629,0.3698885343611129
0.3,5,noise,noise,True,1630,0.378
0.3,5,noise,noise,True,1631,0.378
0.3,5,noise,noise,True,1632,0.378
0.3,5,noise,noise,True,1633,0.378
0.3,5,multiple,non-attack,False,1634,0.0009404388714733541
0.3,5,exploit,exploit,True,1635,0.624188964201324
0.3,5,exploit,exploit,True,1636,0.624188964201324
0.3,5,exploit,multiple,False,1637,0.45322167487684734
0.3,5,noise,noise,True,1638,0.378
0.3,5,noise,noise,True,1639,0.378
0.3,5,noise,noise,True,1640,0.378
0.3,5,non-attack,non-attack,False,1641,0.0
0.3,5,nmap,nmap,True,1642,0.6003571428571429
0.3,5,noise,noise,True,1643,0.324
0.3,5,noise,noise,True,1644,0.648
0.3,5,noise,noise,True,1645,0.324
0.3,5,multiple,nikto,False,1646,0.7182144846452267
0.3,5,noise,noise,True,1647,0.324
0.3,5,noise,non-attack,False,1648,0.0
0.3,5,vrfy,vrfy,True,1649,0.8201752570843097
0.3,5,noise,noise,True,1650,0.324
0.3,5,noise,noise,True,1651,0.324
0.3,5,noise,noise,True,1652,0.324
0.3,5,noise,noise,True,1653,0.324
0.3,5,hydra,hydra,True,1654,0.7622448979591837
0.3,5,hydra,hydra,True,1655,0.6328862973760933
0.3,5,multiple,hydra,False,1656,0.7372303206997084
0.3,5,hydra,hydra,True,1657,0.6840524781341107
0.3,5,hydra,multiple,False,1658,0.6206168831168832
0.3,5,hydra,hydra,True,1659,0.7714285714285714
0.3,5,hydra,hydra,True,1660,0.6090659340659341
0.3,5,multiple,hydra,False,1661,0.7151603498542274
0.3,5,hydra,hydra,True,1662,0.7208746355685131
0.3,5,hydra,multiple,False,1663,0.5875
0.3,5,hydra,hydra,True,1664,0.7511278195488722
0.3,5,hydra,hydra,True,1665,0.7304545454545455
0.3,5,noise,noise,True,1666,0.648
0.3,5,upload,non-attack,False,1667,0.0008478900379690547
0.3,5,noise,noise,True,1668,0.324
0.3,5,upload,non-attack,False,1669,0.04821428571428571
0.3,5,noise,noise,True,1670,0.324
0.3,5,upload,noise,False,1671,0.405
0.3,5,noise,noise,True,1672,0.648
0.3,5,noise,noise,True,1673,0.324
0.3,5,exploit,vrfy,False,1674,0.6638009049773756
0.3,5,noise,noise,True,1675,0.324
0.3,5,exploit,exploit,True,1676,0.5707058823529412
0.3,5,exploit,exploit,True,1677,0.6583084846841962
0.3,5,exploit,exploit,True,1678,0.6583084846841962
0.3,5,exploit,multiple,False,1679,0.45322167487684734
0.3,5,nmap,multiple,False,2064,0.49178571428571427
0.3,5,noise,noise,True,2065,0.6821428571428572
0.3,5,noise,noise,True,2066,0.3629032258064516
0.3,5,noise,noise,True,2067,0.6079391891891892
0.3,5,nikto,nikto,True,2068,0.8871155372612273
0.3,5,noise,noise,True,2069,0.6567567567567567
0.3,5,noise,noise,True,2070,0.6821428571428572
0.3,5,noise,noise,True,2071,0.7258064516129032
0.3,5,noise,noise,True,2072,0.6821428571428572
0.3,5,noise,noise,True,2073,0.5378378378378378
0.3,5,noise,noise,True,2074,0.7258064516129032
0.3,5,noise,noise,True,2075,0.43783783783783786
0.3,5,noise,noise,True,2076,0.6821428571428572
0.3,5,noise,non-attack,False,2077,0.0
0.3,5,noise,noise,True,2078,0.7258064516129032
0.3,5,noise,non-attack,False,2079,0.0
0.3,5,multiple,exploit,False,2080,0.49442753110790966
0.3,5,multiple,vrfy,False,2081,0.49465408805031447
0.3,5,noise,noise,True,2082,0.6567567567567567
